date,category,author,title,URL
April 2025,AI Everything Else,GoHub Ventures,AI Personal Assistants,https://www.linkedin.com/posts/gohubventures_ai-startups-activity-7320034821735378944-_lJP
April 2025,AI Everything Else,Joseph Kim — GameMakers,The Definitive AI x Gaming Market Map (April 2025),https://www.gamemakers.com/p/the-definitive-ai-x-gaming-market
April 2025,AI Everything Else,The Wealth Mosaic The AI WealthTech Market Map, April 2025,https://www.thewealthmosaic.com/vendors/the-wealth-mosaic/news/the-ai-wealthtech-market-map-april-2025/
March 2025,AI Agents,CB Insights,AI Agent Market Map,https://www.cbinsights.com/research/ai-agent-market-map/
March 2025,AI Agents,Antler,Market Map — AI Agents: Marketing,https://www.antler.co/blog/ai-market-map-marketing
March 2025,AI Agents,Antler,Market Map — AI Agents: Fintech,https://www.antler.co/blog/ai-market-map-fintech
March 2025,AI Agents,AI Agents Directory,AI Agents Market Landscape,https://aiagentsdirectory.com/landscape
March 2025,AI Agents,Acrew Capital,A-Commerce Evolution: Agentic Commerce as The New Frontier,https://perspectives.acrewcapital.com/a-commerce-evolution-agentic-commerce-as-the-new-frontier-27a4c855a778
March 2025,AI Data,Bessemer,Roadmap: Data 3.0 in the Lakehouse Era,https://www.bvp.com/atlas/roadmap-data-3-0-in-the-lakehouse-era
March 2025,AI Data,Activant Capital,AIs Undervalued Asset - Datas pivotal role in the next era of Gen AI deployment,https://activantcapital.com/research/ai-s-undervalued-asset
March 2025,AI DevTools and Integrations,a16z,MCP Market Map,https://a16z.com/a-deep-dive-into-mcp-and-the-future-of-ai-tooling/
March 2025,AI DevTools and Integrations,Auchenberg,AI Tools and Integrations Market Map,https://github.com/auchenberg/ai-tools-integrations-market-map
March 2025,AI DevTools and Integrations,Thomvest Ventures,Market Map: 130+ companies transforming the AI Software Development market,https://blog.thomvest.com/market-map-130-companies-transforming-the-ai-software-development-market-1e8ef2179439
March 2025,AI DevTools and Integrations,Yujian Tang,LLM Stack Market Map,https://www.linkedin.com/posts/yujiantang_seattlestartupsummit-activity-7310753598353592321-qYZY
March 2025,Foundation Models,Leonis Capital,Zero or Hero: A Technical Framework for Valuing AI Companies (Part I: Foundation Models),https://www.leoniscap.com/deep-dives/zero-or-hero-a-technical-framework-for-valuing-ai-companies-(part-i-foundation-models)
March 2025,GenAI,a16z,The Top 100 GenAI Consumer Apps 2025,https://a16z.com/100-gen-ai-apps-4/
March 2025,GenAI,IoT Analytics,The leading generative AI companies,https://iot-analytics.com/leading-generative-ai-companies/
March 2025,AI Hardware,SemiAnalysis,The GPU Cloud ClusterMAX™ Rating System | How to Rent GPUs,https://semianalysis.com/2025/03/26/the-gpu-cloud-clustermax-rating-system-how-to-rent-gpus/
March 2025,AI Hardware,AIMultiple Research,Top 20 AI Chip Makers: NVIDIA & Its Competitors in 2025,https://research.aimultiple.com/ai-chip-makers/
March 2025,AI Hardware,Synaptic,Chipping Away: AI x Hardware,https://synaptic.com/resources/chipping-away-ai-hardware/
March 2025,Healthtech AI,Protege,Healthcare AI Market Map,https://www.withprotege.ai/ai-market-map
March 2025,Healthtech AI,High Street Equity Partners,Health Tech Seed Landscape: Startups to Watch,https://www.linkedin.com/posts/high-street-equity-partners_health-tech-seed-landscape-startups-to-watch-activity-7310328926164123651-caPk
March 2025,AI Infrastructure,Headline VC,The Duality of Infrastructure Software Investing in an AI World - Infra of AI and AI in Infra Market Maps,https://headline.com/blog-latest/article-latest/the-duality-of-infrastructure-software-investing-i
March 2025,AI Infrastructure,Forum Ventures,AI Infrastructure Market Map,https://airtable.com/appJKSyHsK9L7emVe/shrIaPop9BFkCdXx5/tblep1S6vE6nyvsJ3
March 2025,Robotics,Hardware FYI,Deep Tech Market Map - Robotics and Autonomous Systems,https://www.linkedin.com/feed/update/urn:li:activity:7308530241210093569/
March 2025,AI Security,Software Analyst Cyber Research,Securing AI/LLMs in 2025: A Practical Guide To Securing & Deploying AI,https://softwareanalyst.substack.com/p/securing-aillms-in-2025-a-practical
March 2025,Vertical AI,Forum Ventures,Vertical AI Market Map,https://airtable.com/appJKSyHsK9L7emVe/shrsmkAjfpzC7Ofaa/tblRYihkumYwZ9BXu
March 2025,AI Everything Else,a16z,Shopping in God Mode with AI,https://a16z.com/ai-shopping-online/
March 2025,AI Everything Else,Optimist Ventures,Q125 Insurtech Market Map,https://medium.com/@jp_at_optimist/q125-insurtech-market-map-%EF%B8%8F-aa3ee89bd275
March 2025,AI Everything Else,Brighteye Ventures,AI for Enhancing Productivity - learning in the flow of work,https://www.brighteyevc.com/post/ai-for-training-the-evolution-of-corporate-training-1
March 2025,AI Everything Else,Brighteye Ventures,AI for Training - the evolution of corporate training,https://www.brighteyevc.com/post/ai-for-training-the-evolution-of-corporate-training
March 2025,AI Everything Else,Brighteye Ventures,AI for Hiring - how AI is transforming talent acquisition,https://www.brighteyevc.com/post/ai-for-hiring-transforming-talent-acquisition-with-ai
March 2025,AI Everything Else,Florian Seemann — P9,A First Landscape of AI-first Service Businesses,https://medium.com/point-nine-news/a-first-landscape-of-ai-first-service-businesses-d0a5e4977678
March 2025,AI Everything Else,RankMyAI,Mapping the Dutch AI Landscape: Key insights from our latest report,https://www.rankmyai.com/insights/5/mapping-the-dutch-ai-landscape-key-insights-from-our-latest-report
March 2025,AI Everything Else,Juhi Parekh,Demystifying Spatial AI : A Market Map,https://juhiparekh.substack.com/p/demystifying-spatial-ai
February 2025,AI Agents,Madrona,The AI Agent Infrastructure Stack,https://www.madrona.com/ai-agent-infrastructure-three-layers-tools-data-orchestration/
February 2025,AI Agents,Wing.vc,The rise of the agentic workforce,https://www.wing.vc/content/the-rise-of-the-agentic-workforce
February 2025,AI Agents,Kenn So — Generational,Memory in AI Agents,https://www.generational.pub/p/memory-in-ai-agents
February 2025,AI Agents,AI Accelerator Instutite,Agentic Code Gen Market Leaders,https://www.aiacceleratorinstitute.com/agentic-code-generation-the-future-of-software-development/
February 2025,AI Agents,Elaia,Agentic AI: the Next (R)evolution?,https://medium.com/elaia/agentic-ai-the-next-r-evolution-384bd77f5c57
February 2025,AI Agents,Michael Tefula — Ada Ventures,AI Agent Market Map *,https://mychaelangelo.github.io/ai_agents_marketmap/
February 2025,AI Agents,AgentOps.ai,2025 AI Agent Market Map,https://x.com/AtomSilverman/status/1893050805718262005
February 2025,AI Data Engineering,Alireza Sadeghi — pracdata.io,2025 Open Source Data Engineering Landscape,https://www.pracdata.io/p/open-source-data-engineering-landscape-2025
February 2025,AI DevTools,Dallas VC,Observability: Current Landscape and Emerging Trends,https://www.dallasvc.com/post/observability-current-landscape-and-emerging-trends
February 2025,Robotics,Morgan Stanley Research,The Humanoid 100: Mapping the Humanoid Robot Value Chain,https://advisor.morganstanley.com/john.howard/documents/field/j/jo/john-howard/The_Humanoid_100_-_Mapping_the_Humanoid_Robot_Value_Chain.pdf
February 2025,Robotics,Aaron Pickard — Dorm Room Fund,Humanoid Robots Market Map & Investor List,https://aaronpickard.substack.com/p/humanoid-robots-market-map-and-investor
February 2025,Robotics,Merphi,Categorization of ROBOTS,https://www.merphi.se/downloads/#link-categorization
February 2025,AI Everything Else,a16z,AI-Powered Web App Builders Market Map,https://a16z.com/ai-web-app-builders/
February 2025,AI Everything Else,Inc42,Indian GenAI Startup Tracker: 60+ Startups Putting India On The Global AI Map,https://inc42.com/startups/indian-genai-startup-tracker/
February 2025,AI Everything Else,Backlinko,Most Popular AI Apps,https://backlinko.com/most-popular-ai-apps
January 2025,AI Agents,a16z,AI Voice Agent Update,https://a16z.com/ai-voice-agents-2025-update/
January 2025,AI Agents,Menlo Ventures,Beyond Bots: How AI Agents Are Driving the Next Wave of Enterprise Automation - Updated January 2025,https://menlovc.com/perspective/beyond-bots-how-ai-agents-are-driving-the-next-wave-of-enterprise-automation/
January 2025,AI Agents,Dawn Capital,AI Agents,https://dawncapital.com/horizons/#agentic-ai
January 2025,AI Agents,CB Insights,Industrial AI Agents & Copilots Market Map,https://x.com/CBinsights/status/1879536580496343474
January 2025,AI DevTools,AI Accelerator Institute,LLMOps Market Map,https://www.aiacceleratorinstitute.com/llmops-optimizing-towards-enterprise-value-in-the-llm-agentic-era/
January 2025,Fintech AI,Magnusta Capital,FinTech AI Market Map,https://medium.com/%40Mangusta/mangusta-capital-2025-fintech-ai-market-map-c936a84e1a84
January 2025,AI Hardware,AI Supremacy,The AI Semiconductor Landscape,https://www.ai-supremacy.com/p/the-ai-semiconductor-landscape-2025
January 2025,Healthtech AI,Lux Capital,Unlocking Potential: Artificial Intelligence for Womens Health,https://www.luxcapital.com/news/unlocking-potential-artificial-intelligence-for-womens-health
January 2025,Healthtech AI,NVIDIA,NVIDIA Healthcare & Life Sciences Market Map,https://x.com/HealthcareAIGuy/status/1884615818509680871
January 2025,AI Security,TechOperators,Cybersecurity + AI Startup Market Map,https://www.linkedin.com/posts/techoperators-llc_cybersecurity-ai-startup-market-map-jan-activity-7287878267297017861-FIJr
January 2025,Voice AI,Dawn Capital,Voice AI Market,https://dawncapital.com/horizons/#voice-ai-market
January 2025,AI Everything Else,Aakash Gupta,Sales Tech Market Map 2025: The $30B Industry Breakdown,https://www.news.aakashg.com/p/sales-tech-market-map-2025
January 2025,AI Everything Else,Sapphire Ventures,AI-Native Applications Market Map,https://medium.com/@cgao/ai-native-applications-a-framework-for-evaluating-the-future-of-enterprise-software-0ddfa3989db9
January 2025,AI Everything Else,Mininath Jirage,Evolving Market Map — Marketing Stack with GenAI,https://medium.com/@mininathjirage/evolving-market-map-marketing-stack-with-genai-5eb83b7d4678
December 2024,AI Agents,Insight Partners,The State of the AI Agents Ecosystem,https://www.insightpartners.com/ideas/state-of-the-ai-agent-ecosystem-use-cases-and-learnings-for-technology-builders-and-buyers/
December 2024,Healthcare AI,Obvious Ventures,How Generative AI Is Transforming Healthcare,https://obvious.com/ideas/how-generative-ai-is-transforming-healthcare/
December 2024,AI Trends,Kenn So — Generational,AI Trends 2024,https://www.generational.pub/p/ai-trends-2024
December 2024,AI Security,Brandon Dixon — Applied GAI in Security,Agentic Security Marketmap,https://applied-gai-in-security.ghost.io/agentic-security-marketmap/
December 2024,AI Security,Software Analyst Cyber Research,Data Security Platforms: The New Frontier in Cybersecurity & AI,https://softwareanalyst.substack.com/p/data-security-platforms-the-new-frontier
December 2024,Vertical AI,Greenfield,Vertical AI Is Here: How to Capture the Opportunity and Win Big,https://www.greenfield-growth.com/blog-posts/vertical-ai-is-here-how-to-capture-the-opportunity-and-win-big
December 2024,AI Everything Else,DocuBridge,AI in Private Equity: an Overview of the AI Market Map,https://www.docubridge.ai/articles/ai-in-private-equity-an-overview-of-the-ai-market-map
December 2024,AI Everything Else,Ascend,Mapping Seattles Enterprise AI Startups,https://www.ascend.vc/blog/mapping-seattles-enterprise-ai-startups
December 2024,AI Everything Else,eaidb.org,The Responsible AI Ecosystem FY 2024 Market Map *,https://www.eaidb.org/map
November 2024,AI Agents,Sahar Mor — AI Tidbits,The Open-Source Toolkit for Building AI Agents,https://www.aitidbits.ai/p/open-source-agents
November 2024,AI Agents,Letta,The AI Agents Stack,https://www.letta.com/blog/ai-agents-stack
November 2024,AI Automation,a16z,RIP to RPA: The Rise of Intelligent Automation,https://a16z.com/rip-to-rpa-the-rise-of-intelligent-automation/
November 2024,Fintech AI,Foundation Capital,Bankings New Tech Stack: A market map of generative AI in financial services,https://foundationcapital.com/bankings-new-tech-stack-a-market-map-of-generative-ai-in-financial-services/
November 2024,GenAI,Menlo Ventures,2024: The State of Generative AI in the Enterprise,https://menlovc.com/2024-the-state-of-generative-ai-in-the-enterprise/
November 2024,AI Hardware and Inference,Generative Value,The Inference Landscape,https://www.generativevalue.com/p/the-inference-landscape
November 2024,Healthcare AI,Flare Capital,Representative Health System AI Market Map,https://x.com/HealthcareAIGuy/status/1854904237337325768
November 2024,AI Security,PitchBook,Market Map: Application security defends softwares next generation,https://pitchbook.com/news/articles/market-map-application-security-startups-q2-2024
November 2024,AI Security,Felicis,How AI is reshaping IT QA and Incident Response,https://www.felicis.com/insight/ai-it-qa-incident-response
November 2024,Voice AI,Bessemer,Roadmap: Voice AI,https://www.bvp.com/atlas/roadmap-voice-ai
November 2024,AI Everything Else,Sapphire Ventures,AI-Native Applications: A Framework for Evaluating the Future of Enterprise Software,https://sapphireventures.com/blog/ai-native-applications/
November 2024,AI Everything Else,Insight Partners,Reimagination of everything: How intelligence-first design and the Next Stack will unlock human+AI collaborative reasoning,https://www.insightpartners.com/ideas/intelligence-first-design-unlocks-humanai-collaborative-reasoning/
November 2024,AI Everything Else,Hardware FYI,Deep Tech Market Map: The Future of Aerospace and Defense,https://hardwarefyi.substack.com/p/deep-tech-market-map-the-future-of
November 2024,AI Everything Else,OpenOcean,The market map for AI-enabled services: where to watch in 2025,https://www.openocean.vc/articles/the-market-map-for-ai-enabled-services-where-to-watch-in-2025
November 2024,AI Everything Else,EdTech Insiders,The Edtech Insiders Generative AI Map,https://edtechinsiders.substack.com/p/the-edtech-insiders-generative-ai
October 2024,AI Agents,Foundation Capital,A System of Agents brings Service-as-Software to life,https://foundationcapital.com/system-of-agents/
October 2024,AI Infrastructure,PitchBook,Market Map: VCs bet on data infrastructure to keep fueling AI,https://pitchbook.com/news/articles/market-map-venture-capital-investors-data-infrastructure-ai
October 2024,AI Security,Oren Yunger & Dan Cahana — Notable Capital,Identity Crisis: Breaking Down The Emerging Identity Stack,https://www.notablecap.com/blog/identity-crisis-breaking-down-the-emerging-identity-stack
October 2024,Vertical AI,Ardent Venture Partners,One Year Later: A Refreshed View of the AI-Native Vertical Software Landscape,https://medium.com/@ardent-vc/one-year-later-a-refreshed-view-of-the-ai-native-vertical-software-landscape-1c400dd1243e
October 2024,AI Everything Else,Alex Carter,Leading RAG Technology Companies to Watch in 2024,https://medium.com/@iamalexcarter/leading-rag-technology-companies-to-watch-in-2024-ed6c1c6bc475
October 2024,AI Everything Else,Nathan Benaich — Air Street Capital,Welcome to STATE OF AI REPORT 2024.,https://www.stateof.ai/2024-report-launch
October 2024,AI Everything Else,Coinbase Ventures,Demystifying the Crypto x AI Stack,https://paragraph.com/@cbventures/demystifying-the-crypto-x-ai-stack
September 2024,AI Agents,Menlo Ventures,Beyond Bots: How AI Agents Are Driving the Next Wave of Enterprise Automation,https://menlovc.com/perspective/beyond-bots-how-ai-agents-are-driving-the-next-wave-of-enterprise-automation/
September 2024,AI Agents,E2B.dev,Awesome AI Agents,https://github.com/e2b-dev/awesome-ai-agents
September 2024,Climate AI,Climactic,Climate AI Market *,https://www.climactic.vc/climate-ai-market
September 2024,Robotics,MMC,Robotics: Featuring the transformers,https://mmc.vc/research/robotics-featuring-the-transformers/
September 2024,Voice AI,Lightspeed,The Future of Voice: Our Thoughts On How It Will Transform Conversational AI,https://lsvp.com/stories/the-future-of-voice-our-thoughts-on-how-it-will-transform-conversational-ai/
September 2024,AI Everything Else,American Family Ventures,The 2024 Home Services Market Map,https://www.amfamventures.com/news/the-2024-home-services-market-map/
September 2024,AI Everything Else,CACV Central,Mapping the Growth of AI in Canada Through Investment,https://central.cvca.ca/mapping-the-growth-of-ai-in-canada-through-investment
August 2024,Enterprise AI,Lightspeed,AI Enterprise Market Map: Cutting Throught The Hype,https://lsvp.com/stories/ai-enterprise-market-map-cutting-through-the-hype/
August 2024,Open Source AI,Synaptic,Open Source AI: A Fast Forward,https://synaptic.com/resources/open-source-ai-2024
August 2024,AI Security,Software Analyst Cyber Research,Deep Dive Into The Security for AI Ecosystem,https://softwareanalyst.substack.com/p/deep-dive-into-the-security-for-ai
August 2024,AI Everything Else,New Economies,AI Unicorns Landscape,https://www.neweconomies.co/i/147601422/meet-the-ai-unicorns
August 2024,AI Everything Else,Bessemer,The Rise of Cloud AI in India 2024,https://www.bvp.com/atlas/the-rise-of-cloud-ai-in-india-2024
July 2024,GenAI,New Economies,The 2024 landscape across enterprise and vertical platforms. Generative AI + AI Agents Market Maps,https://www.neweconomies.co/p/generative-ai
July 2024,GenAI,AWS Marketplace,Generative AI partner offerings in AWS Marketplace: Core & Infrastructure Software,https://aws.amazon.com/blogs/awsmarketplace/generative-ai-partner-offerings-in-aws-marketplace-core-infrastructure-software/
July 2024,Robotics,Coatue,Robotics wont have a ChatGPT Moment,https://www.coatue.com/blog/perspective/robotics-wont-have-a-chatgpt-moment
July 2024,AI Security,Geodesic Capital,Cybersecurity in an AI-First World,https://geodesiccap.com/insight/cybersecurity-in-an-ai-first-world/
July 2024,AI Everything Else,a16z,Death of a Salesforce: Why AI Will Transform the Next Generation of Sales Tech,https://a16z.com/ai-transforms-sales/
July 2024,AI Everything Else,a16z,New a16z investment thesis: AI scribes,https://x.com/omooretweets/status/1812878684182942144
July 2024,AI Everything Else,Hardware FYI,Manufacturing Deep-Tech Market Map,https://hardwarefyi.substack.com/p/the-analog-89-apple-vision-pro-suppliers
June 2024,AI Agents,Ollie Forsyth — New Economies,AI Agents: The ultimate market map,https://www.neweconomies.co/p/ai-agents-part-i
June 2024,AI Data,Madrona,The Rise of AI Agent Infrastructure,https://www.madrona.com/the-rise-of-ai-agent-infrastructure/
June 2024,AI Data,Felicis,The rise of AI data infrastructure,https://www.felicis.com/insight/ai-data-infrastructure
June 2024,AI DevTools,Blumberg Capital,Mapping the AI Toolchain – 2024 Perspective,https://blumbergcapital.com/news-insights/mapping-the-ai-toolchain-2024-perspective/
June 2024,Horizontal AI,PitchBook,Market Map: Mega-deals dominate AIs horizontal platform startups,https://pitchbook.com/news/articles/market-map-ai-ml-horizontal-platforms-2024
June 2024,AI Infrastructure,Bessemer,Roadmap: AI Infrastructure,https://www.bvp.com/atlas/roadmap-ai-infrastructure
June 2024,Legaltech AI,Battery Ventures,The New Code of Law: How AI Will Revolutionize the Legal Sector,https://www.battery.com/blog/the-new-code-of-law/
June 2024,Legaltech AI,The LegalTech Fund,Early-Stage Legaltech Generative AI Market Map,https://www.legaltech.com/post/early-stage-legaltech-generative-ai-market-map-june-2024
June 2024,AI Security,Deutsche Telekom Israel,Global GenAI Cyber Security Market Map,https://www.dtisrael.com/genaisecurity
June 2024,AI Everything Else,a16z,Death Taxes and AI: How Generative AI Will Change Accounting,https://a16z.com/generative-ai-in-accounting/
June 2024,AI Everything Else,a16z,Say Hello to My New AI Marketer: How Gen AI-Based Software Is Advancing Marketing and Sales,https://a16z.com/ai-marketer-how-gen-ai-based-software-is-advancing-marketing-and-sales/
June 2024,AI Everything Else,The Westly Group,AI for the Power Sector,https://medium.com/@TheWestlyGroup/ai-for-the-power-sector-0aa7365fce82
June 2024,AI Everything Else,Bain & Company,AI Leaders to Watch in 2024 mapped by Bain & Company as numbers of providers and funding continue to burgeon,https://www.bain.com/about/media-center/press-releases/2024/ai-leaders-to-watch-in-2024-mapped-by-bain--company-as-numbers-of-providers-and-funding-continue-to-burgeon/
May 2024,AI Agents,a16z,Hi AI: Our Thesis On AI Voice Agents,https://x.com/omooretweets/status/1795834644732285402
May 2024,AI Agents,Insight Partners,AI Agents are disrupting automation: Current approaches market solutions and recommendations,https://www.insightpartners.com/ideas/ai-agents-disrupting-automation/
May 2024,AI Agents,Prosus Ventures,The emerging AI AgentOps landscape: a builders perspective,https://www.prosus.com/news-insights/group-updates/2024/ai-agentops-landscape
May 2024,Conversational AI,Cobus Greyling,The Conversational AI Technology Landscape: Version 5.0,https://medium.com/@cobusgreyling/the-conversational-ai-technology-landscape-version-5-0-840290d97c7f
May 2024,AI Data,Activant Capital,Unstructured Data Pipelines,https://activantcapital.com/research/unstructured-data-pipelines
May 2024,AI DevTools,Greylock,Code Smarter Not Harder,https://greylock.com/greymatter/code-smarter-not-harder/
May 2024,AI Infrastructure,Sapphire Ventures,Building the Future: A Deep Dive Into the Generative AI App Infrastructure Stack,https://sapphireventures.com/blog/building-the-future-a-deep-dive-into-the-generative-ai-app-infrastructure-stack/
May 2024,Robotics,Obvious Ventures,Getting Physical: The New AI Frontier of Robotics,https://obvious.com/ideas/getting-physical-the-new-ai-frontier-of-robotics/
May 2024,AI Everything Else,Paolo Fornasini — Venture,Top Of The Stack: Mapping Todays AI x PE-tech Landscape,https://medium.com/venturehq/top-of-the-stack-mapping-todays-ai-x-pe-tech-landscape-52d87d7aaa9a
May 2024,AI Everything Else,Reimagine Ventures,The Q2 2024 Israeli Generative AI startup landscape,https://www.remagineventures.com/generative-ai-landscape/
May 2024,AI Everything Else,Kyle Poyar and Palle Broe,How AI apps make money,https://substack.com/home/post/p-144001968
April 2024,Conversational AI,CXO Today,The Top Conversational AI Solutions Vendors in 2024,https://www.cxtoday.com/conversational-ai/the-top-conversational-ai-solutions-vendors-in-2024/
